order_number,customer_id,product_id,order_date,units,sale_price,currency,order_mode,updated_at
694,111,7,07/25/2025,1,36.17,EUR,NEW,2026-02-06 22:12:47
695,1073,1,11/19/2025,3,97.01,CAD,NEW,2026-02-06 22:12:47
696,1495,1,07/04/2025,9,62.60,INR,NEW,2026-02-06 22:12:47
697,264,9,06/23/2025,10,96.92,USD,NEW,2026-02-06 22:12:47
698,2221,5,05/13/2025,10,61.42,EUR,NEW,2026-02-06 22:12:47
699,655,5,01/29/2025,4,83.46,EUR,NEW,2026-02-06 22:12:47
700,2029,1,04/01/2025,8,17.29,USD,NEW,2026-02-06 22:12:47
701,2266,4,08/23/2025,7,52.83,USD,NEW,2026-02-06 22:12:47
702,594,4,02/26/2025,4,46.51,INR,NEW,2026-02-06 22:12:47
703,1433,3,10/23/2025,5,17.34,INR,NEW,2026-02-06 22:12:47
704,1306,10,02/21/2025,2,89.16,INR,NEW,2026-02-06 22:12:47
705,1998,9,12/21/2025,5,75.22,CAD,NEW,2026-02-06 22:12:47
706,908,10,12/12/2025,7,33.65,EUR,NEW,2026-02-06 22:12:47
707,1560,5,05/04/2025,6,41.25,CAD,NEW,2026-02-06 22:12:47
708,49,8,04/26/2025,10,27.60,CAD,NEW,2026-02-06 22:12:47
709,303,7,04/25/2025,4,31.48,INR,NEW,2026-02-06 22:12:47
710,1823,4,12/29/2025,3,11.03,EUR,NEW,2026-02-06 22:12:47
711,2939,4,02/09/2025,4,82.79,INR,NEW,2026-02-06 22:12:47
712,2189,7,11/24/2025,3,43.75,EUR,NEW,2026-02-06 22:12:47
713,2279,2,07/11/2025,5,4.41,EUR,NEW,2026-02-06 22:12:47
714,265,6,12/19/2025,8,58.66,CAD,NEW,2026-02-06 22:12:47
715,1185,7,08/08/2025,2,44.74,INR,NEW,2026-02-06 22:12:47
716,2789,1,01/25/2025,2,86.45,INR,NEW,2026-02-06 22:12:47
717,714,5,04/06/2025,4,68.77,USD,NEW,2026-02-06 22:12:47
718,2707,5,01/13/2025,6,24.46,EUR,NEW,2026-02-06 22:12:47
719,1773,2,05/28/2025,4,68.37,INR,NEW,2026-02-06 22:12:47
720,496,1,09/16/2025,1,43.96,USD,NEW,2026-02-06 22:12:47
721,2785,10,07/25/2025,8,89.92,EUR,NEW,2026-02-06 22:12:47
722,2757,3,06/26/2025,8,90.31,EUR,NEW,2026-02-06 22:12:47
723,1290,4,01/15/2025,9,16.67,CAD,NEW,2026-02-06 22:12:47
724,1662,6,07/02/2025,7,58.83,CAD,NEW,2026-02-06 22:12:47
725,2664,8,11/06/2025,3,35.79,INR,NEW,2026-02-06 22:12:47
726,2155,4,03/29/2025,1,3.10,EUR,NEW,2026-02-06 22:12:47
727,831,4,10/18/2025,10,9.82,EUR,NEW,2026-02-06 22:12:47
728,1543,10,03/27/2025,7,13.86,EUR,NEW,2026-02-06 22:12:47
729,1784,1,04/24/2025,6,87.97,INR,NEW,2026-02-06 22:12:47
730,1608,6,09/10/2025,4,28.86,INR,NEW,2026-02-06 22:12:47
731,1049,10,08/11/2025,2,55.31,EUR,NEW,2026-02-06 22:12:47
732,57,6,03/30/2025,6,87.96,CAD,NEW,2026-02-06 22:12:47
733,185,8,03/05/2025,8,95.14,USD,NEW,2026-02-06 22:12:47
734,815,10,11/23/2025,5,40.42,USD,NEW,2026-02-06 22:12:47
735,231,5,12/08/2025,1,13.38,INR,NEW,2026-02-06 22:12:47
736,1666,5,12/10/2025,7,95.05,EUR,NEW,2026-02-06 22:12:47
737,2007,8,02/02/2025,1,58.62,USD,NEW,2026-02-06 22:12:47
738,1047,7,11/24/2025,6,69.77,USD,NEW,2026-02-06 22:12:47
739,2485,4,11/02/2025,4,93.98,EUR,NEW,2026-02-06 22:12:47
740,2746,3,03/20/2025,5,58.15,EUR,NEW,2026-02-06 22:12:47
741,1908,10,12/25/2025,3,89.04,INR,NEW,2026-02-06 22:12:47
742,1301,8,11/25/2025,2,43.56,INR,NEW,2026-02-06 22:12:47
743,942,3,04/14/2025,7,19.31,INR,NEW,2026-02-06 22:12:47
744,1451,4,08/08/2025,9,5.71,EUR,NEW,2026-02-06 22:12:47
745,2716,7,11/06/2025,10,19.51,CAD,NEW,2026-02-06 22:12:47
746,2661,3,09/10/2025,9,62.91,EUR,NEW,2026-02-06 22:12:47
747,2024,8,09/02/2025,7,39.81,EUR,NEW,2026-02-06 22:12:47
748,585,6,05/19/2025,1,16.43,CAD,NEW,2026-02-06 22:12:47
749,1069,8,06/24/2025,10,83.53,EUR,NEW,2026-02-06 22:12:47
750,2695,7,06/15/2025,3,10.50,INR,NEW,2026-02-06 22:12:47
751,860,6,01/10/2025,8,86.08,CAD,NEW,2026-02-06 22:12:47
752,2410,9,01/20/2025,1,94.06,INR,NEW,2026-02-06 22:12:47
753,1467,5,08/07/2025,2,96.42,INR,NEW,2026-02-06 22:12:47
754,2926,8,01/12/2025,2,74.74,CAD,NEW,2026-02-06 22:12:47
755,2391,1,07/24/2025,8,17.11,EUR,NEW,2026-02-06 22:12:47
756,484,8,10/14/2025,4,24.15,USD,NEW,2026-02-06 22:12:47
757,2336,5,04/21/2025,10,46.94,EUR,NEW,2026-02-06 22:12:47
758,893,9,01/18/2025,8,73.68,EUR,NEW,2026-02-06 22:12:47
759,1414,4,01/01/2025,10,29.46,INR,NEW,2026-02-06 22:12:47
760,274,7,09/19/2025,3,99.70,USD,NEW,2026-02-06 22:12:47
761,2518,1,09/16/2025,6,8.81,INR,NEW,2026-02-06 22:12:47
762,2398,6,12/07/2025,7,79.42,USD,NEW,2026-02-06 22:12:47
763,1503,8,01/10/2026,1,10.83,EUR,NEW,2026-02-06 22:12:47
764,2808,8,01/06/2025,8,15.44,CAD,NEW,2026-02-06 22:12:47
765,1393,3,05/21/2025,1,88.10,EUR,NEW,2026-02-06 22:12:47
766,2508,6,03/04/2025,9,23.88,USD,NEW,2026-02-06 22:12:47
767,1154,8,02/03/2025,6,48.33,USD,NEW,2026-02-06 22:12:47
768,2932,5,05/09/2025,3,21.82,INR,NEW,2026-02-06 22:12:47
769,2046,9,01/13/2026,5,75.59,CAD,NEW,2026-02-06 22:12:47
770,1450,1,05/14/2025,9,80.01,USD,NEW,2026-02-06 22:12:47
771,1515,7,03/24/2025,4,70.78,INR,NEW,2026-02-06 22:12:47
772,554,9,03/08/2025,3,1.45,INR,NEW,2026-02-06 22:12:47
773,472,3,07/12/2025,3,26.49,EUR,NEW,2026-02-06 22:12:47
774,1968,10,04/15/2025,3,26.28,CAD,NEW,2026-02-06 22:12:47
775,2188,3,06/26/2025,3,26.43,USD,NEW,2026-02-06 22:12:47
776,1647,2,07/18/2025,1,84.03,USD,NEW,2026-02-06 22:12:47
777,1971,5,07/16/2025,6,38.20,CAD,NEW,2026-02-06 22:12:47
778,1963,10,11/13/2025,4,72.39,CAD,NEW,2026-02-06 22:12:47
779,2263,6,01/06/2025,4,51.86,CAD,NEW,2026-02-06 22:12:47
780,591,6,09/01/2025,7,47.21,CAD,NEW,2026-02-06 22:12:47
781,2095,2,01/11/2026,6,80.63,EUR,NEW,2026-02-06 22:12:47
782,1754,2,07/01/2025,9,73.29,CAD,NEW,2026-02-06 22:12:47
783,2733,4,06/10/2025,7,15.18,CAD,NEW,2026-02-06 22:12:47
784,2409,6,04/01/2025,8,73.03,EUR,NEW,2026-02-06 22:12:47
785,638,1,11/08/2025,4,65.56,INR,NEW,2026-02-06 22:12:47
786,2633,4,04/16/2025,7,62.70,INR,NEW,2026-02-06 22:12:47
787,2145,2,03/16/2025,2,85.81,EUR,NEW,2026-02-06 22:12:47
788,2696,7,05/27/2025,7,13.42,CAD,NEW,2026-02-06 22:12:47
789,1270,4,11/13/2025,2,14.39,INR,NEW,2026-02-06 22:12:47
790,2263,9,11/26/2025,3,98.54,EUR,NEW,2026-02-06 22:12:47
791,2842,9,03/23/2025,1,25.88,EUR,NEW,2026-02-06 22:12:47
792,2269,5,12/19/2025,5,11.67,INR,NEW,2026-02-06 22:12:47
793,2831,4,05/12/2025,1,57.24,INR,NEW,2026-02-06 22:12:47
794,2557,7,07/12/2025,6,44.92,CAD,NEW,2026-02-06 22:12:47
795,2351,2,07/18/2025,3,67.21,USD,NEW,2026-02-06 22:12:47
796,905,8,08/09/2025,4,69.94,EUR,NEW,2026-02-06 22:12:47
797,1442,9,01/08/2026,1,3.27,USD,NEW,2026-02-06 22:12:47
798,989,6,07/28/2025,6,57.49,USD,NEW,2026-02-06 22:12:47
799,2405,9,09/09/2025,6,22.34,USD,NEW,2026-02-06 22:12:47
800,2992,3,03/27/2025,10,13.47,EUR,NEW,2026-02-06 22:12:47
801,1458,1,08/09/2025,5,87.36,CAD,NEW,2026-02-06 22:12:47
802,735,7,12/03/2025,8,99.46,USD,NEW,2026-02-06 22:12:47
803,1084,8,10/08/2025,7,93.70,INR,NEW,2026-02-06 22:12:47
804,252,7,12/02/2025,9,40.89,INR,NEW,2026-02-06 22:12:47
805,272,3,08/27/2025,10,31.33,CAD,NEW,2026-02-06 22:12:47
806,1794,8,03/10/2025,6,26.05,USD,NEW,2026-02-06 22:12:47
807,1762,1,11/05/2025,7,10.53,INR,NEW,2026-02-06 22:12:47
808,163,9,06/03/2025,3,95.56,EUR,NEW,2026-02-06 22:12:47
809,2904,7,10/09/2025,4,53.63,USD,NEW,2026-02-06 22:12:47
810,589,2,07/15/2025,5,31.88,EUR,NEW,2026-02-06 22:12:47
811,1853,4,02/21/2025,1,5.20,USD,NEW,2026-02-06 22:12:47
812,2983,2,03/20/2025,5,39.23,USD,NEW,2026-02-06 22:12:47
813,2572,10,10/11/2025,7,97.49,CAD,NEW,2026-02-06 22:12:47
814,2068,10,10/14/2025,2,17.90,CAD,NEW,2026-02-06 22:12:47
815,1857,7,05/19/2025,2,53.43,USD,NEW,2026-02-06 22:12:47
816,2955,2,09/15/2025,8,62.68,CAD,NEW,2026-02-06 22:12:47
817,1498,7,03/18/2025,2,97.62,INR,NEW,2026-02-06 22:12:47
818,2434,2,02/16/2025,1,86.20,EUR,NEW,2026-02-06 22:12:47
819,2467,1,02/06/2025,5,35.73,USD,NEW,2026-02-06 22:12:47
820,2843,6,08/01/2025,2,41.98,USD,NEW,2026-02-06 22:12:47
821,1206,1,07/29/2025,8,73.19,CAD,NEW,2026-02-06 22:12:47
822,2041,8,02/07/2025,4,32.14,INR,NEW,2026-02-06 22:12:47
823,564,3,10/20/2025,4,95.36,CAD,NEW,2026-02-06 22:12:47
824,960,4,07/05/2025,10,98.90,EUR,NEW,2026-02-06 22:12:47
825,1247,4,01/13/2026,1,74.80,INR,NEW,2026-02-06 22:12:47
826,725,8,05/10/2025,5,98.77,EUR,NEW,2026-02-06 22:12:47
827,384,7,01/08/2025,8,20.49,EUR,NEW,2026-02-06 22:12:47
828,1156,10,01/12/2026,5,30.52,USD,NEW,2026-02-06 22:12:47
829,2223,5,08/07/2025,7,62.94,INR,NEW,2026-02-06 22:12:47
830,2923,3,02/13/2025,9,92.26,CAD,NEW,2026-02-06 22:12:47
831,316,8,12/21/2025,8,78.40,USD,NEW,2026-02-06 22:12:47
832,881,7,11/05/2025,6,58.09,USD,NEW,2026-02-06 22:12:47
833,1700,9,03/10/2025,9,80.70,EUR,NEW,2026-02-06 22:12:47
834,160,1,07/30/2025,9,7.81,EUR,NEW,2026-02-06 22:12:47
835,1277,2,11/26/2025,2,77.24,CAD,NEW,2026-02-06 22:12:47
836,2054,10,02/02/2025,6,72.36,EUR,NEW,2026-02-06 22:12:47
837,991,7,10/21/2025,1,60.87,USD,NEW,2026-02-06 22:12:47
838,1401,5,09/02/2025,6,10.52,INR,NEW,2026-02-06 22:12:47
839,2691,10,06/28/2025,4,9.74,INR,NEW,2026-02-06 22:12:47
840,1913,6,10/05/2025,3,6.62,INR,NEW,2026-02-06 22:12:47
841,2204,10,09/27/2025,2,99.77,CAD,NEW,2026-02-06 22:12:47
842,1400,4,01/25/2025,2,17.15,USD,NEW,2026-02-06 22:12:47
843,86,4,11/13/2025,2,9.16,USD,NEW,2026-02-06 22:12:47
844,694,3,04/14/2025,9,96.15,INR,NEW,2026-02-06 22:12:47
845,157,4,07/30/2025,3,75.57,CAD,NEW,2026-02-06 22:12:47
846,1569,5,05/30/2025,5,97.31,INR,NEW,2026-02-06 22:12:47
847,2542,7,06/09/2025,10,7.55,INR,NEW,2026-02-06 22:12:47
848,181,4,12/09/2025,9,9.76,CAD,NEW,2026-02-06 22:12:47
849,659,3,06/02/2025,9,68.27,INR,NEW,2026-02-06 22:12:47
850,446,5,10/13/2025,9,8.54,EUR,NEW,2026-02-06 22:12:47
851,1271,6,02/12/2025,3,16.06,USD,NEW,2026-02-06 22:12:47
852,1504,6,01/06/2026,10,53.16,USD,NEW,2026-02-06 22:12:47
853,1044,4,11/30/2025,9,50.50,USD,NEW,2026-02-06 22:12:47
854,287,2,02/26/2025,8,62.07,INR,NEW,2026-02-06 22:12:47
855,691,7,01/05/2025,7,80.11,USD,NEW,2026-02-06 22:12:47
856,406,6,05/28/2025,1,97.50,INR,NEW,2026-02-06 22:12:47
857,2724,3,04/26/2025,3,41.03,USD,NEW,2026-02-06 22:12:47
858,1982,2,09/29/2025,9,2.34,INR,NEW,2026-02-06 22:12:47
859,2179,3,05/10/2025,4,56.53,CAD,NEW,2026-02-06 22:12:47
860,2301,1,11/25/2025,9,29.33,INR,NEW,2026-02-06 22:12:47
861,740,4,08/16/2025,5,13.60,INR,NEW,2026-02-06 22:12:47
862,1277,8,07/02/2025,6,95.25,EUR,NEW,2026-02-06 22:12:47
863,675,7,01/08/2025,1,13.61,INR,NEW,2026-02-06 22:12:47
864,1499,5,12/02/2025,7,32.75,EUR,NEW,2026-02-06 22:12:47
865,1318,7,06/30/2025,10,28.50,CAD,NEW,2026-02-06 22:12:47
866,961,1,11/18/2025,6,28.12,USD,NEW,2026-02-06 22:12:47
867,2015,3,05/05/2025,9,0.30,CAD,NEW,2026-02-06 22:12:47
868,1484,8,04/01/2025,1,89.51,USD,NEW,2026-02-06 22:12:47
869,1299,1,02/27/2025,8,76.65,USD,NEW,2026-02-06 22:12:47
870,2007,2,05/16/2025,4,85.12,EUR,NEW,2026-02-06 22:12:47
871,211,9,11/28/2025,2,67.81,EUR,NEW,2026-02-06 22:12:47
872,822,4,04/05/2025,6,86.44,USD,NEW,2026-02-06 22:12:47
873,2762,3,11/04/2025,10,25.33,EUR,NEW,2026-02-06 22:12:47
874,2873,7,12/15/2025,5,15.55,USD,NEW,2026-02-06 22:12:47
875,2719,6,11/29/2025,2,54.67,INR,NEW,2026-02-06 22:12:47
876,1303,2,04/07/2025,7,45.32,EUR,NEW,2026-02-06 22:12:47
877,586,9,06/14/2025,4,74.74,INR,NEW,2026-02-06 22:12:47
878,2712,4,01/01/2025,6,83.51,CAD,NEW,2026-02-06 22:12:47
879,2789,7,10/16/2025,8,68.56,EUR,NEW,2026-02-06 22:12:47
880,822,1,01/08/2025,2,57.69,USD,NEW,2026-02-06 22:12:47
881,1388,5,12/25/2025,5,6.97,INR,NEW,2026-02-06 22:12:47
882,712,9,09/20/2025,5,8.41,INR,NEW,2026-02-06 22:12:47
883,196,2,05/18/2025,1,59.57,INR,NEW,2026-02-06 22:12:47
884,1568,7,05/11/2025,9,80.21,USD,NEW,2026-02-06 22:12:47
885,2293,3,08/30/2025,6,84.87,EUR,NEW,2026-02-06 22:12:47
886,2828,5,12/19/2025,4,49.80,INR,NEW,2026-02-06 22:12:47
887,2503,3,10/04/2025,7,94.10,EUR,NEW,2026-02-06 22:12:47
888,495,3,03/26/2025,4,69.02,CAD,NEW,2026-02-06 22:12:47
889,2876,5,10/22/2025,2,53.56,USD,NEW,2026-02-06 22:12:47
890,2801,9,04/13/2025,6,67.26,EUR,NEW,2026-02-06 22:12:47
891,2271,6,10/01/2025,7,67.39,EUR,NEW,2026-02-06 22:12:47
892,2984,7,09/15/2025,4,74.67,EUR,NEW,2026-02-06 22:12:47
893,1822,6,08/21/2025,8,68.36,EUR,NEW,2026-02-06 22:12:47
894,475,5,06/22/2025,10,82.56,INR,NEW,2026-02-06 22:12:47
895,2913,7,01/20/2025,1,8.38,USD,NEW,2026-02-06 22:12:47
896,1660,1,12/04/2025,1,55.20,USD,NEW,2026-02-06 22:12:47
897,776,10,09/29/2025,1,2.51,CAD,NEW,2026-02-06 22:12:47
898,1412,7,03/16/2025,2,34.67,INR,NEW,2026-02-06 22:12:47
899,1772,5,02/11/2025,4,4.42,USD,NEW,2026-02-06 22:12:47
900,2442,10,08/01/2025,1,80.36,CAD,NEW,2026-02-06 22:12:47
901,2967,5,11/29/2025,1,89.57,EUR,NEW,2026-02-06 22:12:47
902,1888,9,11/20/2025,6,4.09,USD,NEW,2026-02-06 22:12:47
903,171,9,10/19/2025,9,38.89,INR,NEW,2026-02-06 22:12:47
904,1792,3,08/23/2025,5,7.15,INR,NEW,2026-02-06 22:12:47
905,1610,9,01/20/2025,9,60.04,EUR,NEW,2026-02-06 22:12:47
906,2042,6,03/15/2025,10,0.66,INR,NEW,2026-02-06 22:12:47
907,2546,6,09/26/2025,5,77.78,EUR,NEW,2026-02-06 22:12:47
908,405,9,09/15/2025,9,64.79,CAD,NEW,2026-02-06 22:12:47
909,2880,9,03/07/2025,8,21.34,USD,NEW,2026-02-06 22:12:47
910,2705,3,09/03/2025,7,60.10,CAD,NEW,2026-02-06 22:12:47
911,1600,8,11/29/2025,1,9.40,CAD,NEW,2026-02-06 22:12:47
912,2868,2,05/29/2025,7,14.15,USD,NEW,2026-02-06 22:12:47
913,2081,10,02/18/2025,6,38.93,INR,NEW,2026-02-06 22:12:47
914,755,5,11/02/2025,1,10.08,USD,NEW,2026-02-06 22:12:47
915,1605,5,11/28/2025,5,67.79,CAD,NEW,2026-02-06 22:12:47
916,1305,3,11/24/2025,2,53.16,INR,NEW,2026-02-06 22:12:47
917,79,10,05/31/2025,3,12.12,EUR,NEW,2026-02-06 22:12:47
918,1290,2,09/18/2025,3,56.13,INR,NEW,2026-02-06 22:12:47
919,1675,9,12/17/2025,3,89.66,USD,NEW,2026-02-06 22:12:47
920,245,9,06/02/2025,7,83.58,INR,NEW,2026-02-06 22:12:47
921,41,3,02/24/2025,1,38.84,EUR,NEW,2026-02-06 22:12:47
922,2684,3,10/19/2025,9,54.85,INR,NEW,2026-02-06 22:12:47
923,2217,3,11/14/2025,5,61.81,CAD,NEW,2026-02-06 22:12:47
924,365,2,01/07/2026,8,13.21,CAD,NEW,2026-02-06 22:12:47
925,2293,4,07/28/2025,5,4.65,INR,NEW,2026-02-06 22:12:47
926,663,3,06/07/2025,6,76.33,CAD,NEW,2026-02-06 22:12:47
927,2992,9,03/16/2025,2,60.94,INR,NEW,2026-02-06 22:12:47
928,1236,8,01/04/2026,2,11.32,EUR,NEW,2026-02-06 22:12:47
929,2086,6,06/04/2025,2,27.54,EUR,NEW,2026-02-06 22:12:47
930,36,5,08/26/2025,9,10.90,USD,NEW,2026-02-06 22:12:47
931,20,6,11/29/2025,10,14.75,USD,NEW,2026-02-06 22:12:47
932,944,2,05/12/2025,9,77.17,CAD,NEW,2026-02-06 22:12:47
933,78,3,01/01/2026,2,77.10,CAD,NEW,2026-02-06 22:12:47
934,325,2,01/12/2026,4,84.06,USD,NEW,2026-02-06 22:12:47
935,765,8,11/03/2025,4,29.11,EUR,NEW,2026-02-06 22:12:47
936,2801,10,01/02/2026,2,2.78,CAD,NEW,2026-02-06 22:12:47
937,2737,2,12/03/2025,8,32.61,INR,NEW,2026-02-06 22:12:47
938,2385,8,07/04/2025,5,35.25,CAD,NEW,2026-02-06 22:12:47
939,2085,1,03/18/2025,6,29.55,EUR,NEW,2026-02-06 22:12:47
940,725,8,01/13/2025,2,69.34,EUR,NEW,2026-02-06 22:12:47
941,2523,2,06/23/2025,4,46.49,EUR,NEW,2026-02-06 22:12:47
942,2927,8,03/13/2025,2,73.82,EUR,NEW,2026-02-06 22:12:47
943,957,7,05/05/2025,9,18.87,USD,NEW,2026-02-06 22:12:47
944,1974,9,01/03/2025,8,74.01,CAD,NEW,2026-02-06 22:12:47
945,321,10,12/11/2025,5,46.13,CAD,NEW,2026-02-06 22:12:47
946,132,8,09/26/2025,2,55.78,EUR,NEW,2026-02-06 22:12:47
947,1811,3,01/02/2026,10,94.19,INR,NEW,2026-02-06 22:12:47
948,882,1,06/30/2025,7,43.07,USD,NEW,2026-02-06 22:12:47
949,2481,5,10/23/2025,6,1.76,EUR,NEW,2026-02-06 22:12:47
950,372,5,11/02/2025,6,23.73,EUR,NEW,2026-02-06 22:12:47
951,2280,8,03/18/2025,9,23.17,USD,NEW,2026-02-06 22:12:47
952,71,5,09/07/2025,8,36.58,EUR,NEW,2026-02-06 22:12:47
953,1877,7,06/04/2025,8,75.24,CAD,NEW,2026-02-06 22:12:47
954,435,6,02/17/2025,9,30.93,USD,NEW,2026-02-06 22:12:47
955,1476,4,01/10/2026,7,52.86,INR,NEW,2026-02-06 22:12:47
956,244,10,09/19/2025,1,7.03,INR,NEW,2026-02-06 22:12:47
957,1711,9,09/26/2025,4,63.94,INR,NEW,2026-02-06 22:12:47
958,2589,1,11/23/2025,5,61.50,EUR,NEW,2026-02-06 22:12:47
959,2671,5,06/21/2025,8,47.05,USD,NEW,2026-02-06 22:12:47
960,2447,6,01/01/2026,1,16.04,USD,NEW,2026-02-06 22:12:47
961,1159,6,12/29/2025,4,13.37,EUR,NEW,2026-02-06 22:12:47
962,251,2,09/26/2025,5,62.17,INR,NEW,2026-02-06 22:12:47
963,2968,7,08/28/2025,8,0.35,INR,NEW,2026-02-06 22:12:47
964,1742,7,10/01/2025,10,92.89,EUR,NEW,2026-02-06 22:12:47
965,1190,3,08/25/2025,1,53.95,EUR,NEW,2026-02-06 22:12:47
966,860,6,03/26/2025,8,2.39,CAD,NEW,2026-02-06 22:12:47
967,1124,7,01/12/2025,6,92.27,USD,NEW,2026-02-06 22:12:47
968,2098,8,11/29/2025,3,84.87,CAD,NEW,2026-02-06 22:12:47
969,1921,6,07/13/2025,8,32.64,EUR,NEW,2026-02-06 22:12:47
970,1395,4,08/29/2025,5,55.84,INR,NEW,2026-02-06 22:12:47
971,231,5,06/02/2025,3,34.11,CAD,NEW,2026-02-06 22:12:47
972,448,7,12/26/2025,3,80.51,EUR,NEW,2026-02-06 22:12:47
973,1400,4,07/11/2025,8,18.08,CAD,NEW,2026-02-06 22:12:47
974,2359,5,05/23/2025,1,23.30,CAD,NEW,2026-02-06 22:12:47
975,151,7,04/11/2025,5,39.90,INR,NEW,2026-02-06 22:12:47
976,2262,2,07/25/2025,2,34.05,INR,NEW,2026-02-06 22:12:47
977,1669,2,05/07/2025,1,46.05,EUR,NEW,2026-02-06 22:12:47
978,1461,6,10/02/2025,6,79.58,EUR,NEW,2026-02-06 22:12:47
979,811,8,02/11/2025,1,45.59,CAD,NEW,2026-02-06 22:12:47
980,2399,10,01/10/2025,9,38.11,INR,NEW,2026-02-06 22:12:47
981,2979,2,08/29/2025,8,74.52,EUR,NEW,2026-02-06 22:12:47
982,912,7,10/16/2025,8,91.37,CAD,NEW,2026-02-06 22:12:47
983,1713,7,06/13/2025,6,28.18,CAD,NEW,2026-02-06 22:12:47
984,1643,7,02/27/2025,10,26.79,EUR,NEW,2026-02-06 22:12:47
985,838,3,07/14/2025,7,83.13,CAD,NEW,2026-02-06 22:12:47
986,2930,4,05/11/2025,4,51.51,CAD,NEW,2026-02-06 22:12:47
987,1314,8,04/26/2025,9,88.59,CAD,NEW,2026-02-06 22:12:47
988,2231,7,10/26/2025,9,97.90,USD,NEW,2026-02-06 22:12:47
989,2180,8,09/17/2025,1,59.94,CAD,NEW,2026-02-06 22:12:47
990,1460,4,05/23/2025,7,96.15,USD,NEW,2026-02-06 22:12:47
991,339,2,12/05/2025,9,87.10,USD,NEW,2026-02-06 22:12:47
992,2562,2,02/18/2025,3,47.10,USD,NEW,2026-02-06 22:12:47
993,2197,1,01/07/2026,10,59.73,EUR,NEW,2026-02-06 22:12:47
994,292,10,08/16/2025,10,37.16,CAD,NEW,2026-02-06 22:12:47
995,296,2,01/22/2025,4,97.23,INR,NEW,2026-02-06 22:12:47
996,2325,4,10/03/2025,2,16.62,CAD,NEW,2026-02-06 22:12:47
997,1153,4,07/11/2025,8,16.29,INR,NEW,2026-02-06 22:12:47
998,1878,6,07/31/2025,3,41.60,INR,NEW,2026-02-06 22:12:47
999,1571,7,11/04/2025,6,69.82,CAD,NEW,2026-02-06 22:12:47
1000,1655,6,12/19/2025,3,33.76,EUR,NEW,2026-02-06 22:12:47
1001,2840,20,04/18/2025,8,59.80,CAD,NEW,2026-02-06 22:12:47
1002,907,13,03/21/2025,9,79.87,INR,NEW,2026-02-06 22:12:47
1003,1453,1,06/20/2025,2,0.32,EUR,NEW,2026-02-06 22:12:47
1004,2564,2,01/05/2026,9,19.98,CAD,NEW,2026-02-06 22:12:47
1005,1712,7,10/06/2025,9,40.03,CAD,NEW,2026-02-06 22:12:47
1006,354,1,12/03/2025,3,48.47,CAD,NEW,2026-02-06 22:12:47
1007,2890,2,01/05/2025,9,1.47,CAD,NEW,2026-02-06 22:12:47
1008,22,1,10/17/2025,6,86.73,INR,NEW,2026-02-06 22:12:47
1009,718,6,12/27/2025,5,97.55,USD,NEW,2026-02-06 22:12:47
1010,1476,7,12/28/2025,7,40.65,USD,NEW,2026-02-06 22:12:47
1011,1481,3,04/21/2025,3,85.15,EUR,NEW,2026-02-06 22:12:47
1012,2080,9,01/10/2025,5,29.63,USD,NEW,2026-02-06 22:12:47
1013,824,4,06/20/2025,9,85.21,CAD,NEW,2026-02-06 22:12:47
1014,659,4,07/21/2025,1,96.45,EUR,NEW,2026-02-06 22:12:47
1015,2928,2,08/09/2025,5,37.83,INR,NEW,2026-02-06 22:12:47
1016,2954,3,04/29/2025,1,42.60,USD,NEW,2026-02-06 22:12:47
1017,1410,4,02/07/2025,10,62.09,CAD,NEW,2026-02-06 22:12:47
1018,1130,1,01/10/2025,4,67.73,INR,NEW,2026-02-06 22:12:47
1019,2067,3,08/05/2025,2,58.45,INR,NEW,2026-02-06 22:12:47
1020,2036,10,09/11/2025,9,12.60,USD,NEW,2026-02-06 22:12:47
1021,968,10,12/19/2025,1,16.64,INR,NEW,2026-02-06 22:12:47
1022,1927,7,11/27/2025,4,93.25,USD,NEW,2026-02-06 22:12:47
1023,2655,1,05/24/2025,10,58.01,CAD,NEW,2026-02-06 22:12:47
1024,1996,10,06/24/2025,8,62.37,INR,NEW,2026-02-06 22:12:47
1025,1724,9,10/02/2025,4,45.14,INR,NEW,2026-02-06 22:12:47
1026,1952,9,04/08/2025,5,85.11,CAD,NEW,2026-02-06 22:12:47
1027,2126,1,02/28/2025,4,84.47,EUR,NEW,2026-02-06 22:12:47
1028,2863,8,07/16/2025,8,70.43,CAD,NEW,2026-02-06 22:12:47
1029,2266,7,01/22/2025,4,88.10,CAD,NEW,2026-02-06 22:12:47
1030,1259,8,01/03/2026,8,84.74,USD,NEW,2026-02-06 22:12:47
1031,1090,7,02/04/2025,4,2.23,EUR,NEW,2026-02-06 22:12:47
1032,759,3,03/24/2025,4,24.47,INR,NEW,2026-02-06 22:12:47
1033,1288,6,05/22/2025,6,22.25,INR,NEW,2026-02-06 22:12:47
1034,1674,2,12/31/2025,1,87.03,CAD,NEW,2026-02-06 22:12:47
1035,2915,7,11/04/2025,6,70.59,INR,NEW,2026-02-06 22:12:47
1036,1871,1,07/12/2025,10,97.52,CAD,NEW,2026-02-06 22:12:47
1037,630,9,09/10/2025,9,65.15,INR,NEW,2026-02-06 22:12:47
1038,1194,1,09/04/2025,9,18.76,USD,NEW,2026-02-06 22:12:47
1039,687,10,04/07/2025,6,39.93,USD,NEW,2026-02-06 22:12:47
